time,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13
10241,54,79,54,0,11,101,0,81,27,67,28,19,11
10242,50,51,43,0,0,102,0,86,52,51,44,69,1
10243,36,25,11,0,0,127,0,28,5,74,12,96,0
10244,83,91,76,0,0,71,0,74,42,62,19,89,0
10245,49,20,95,0,0,107,53,79,0,25,32,78,0
10246,43,85,93,0,0,83,44,88,27,22,27,100,0
10247,78,75,71,0,18,64,19,113,10,1,55,82,0
10248,53,5,27,0,17,71,63,4,4,48,26,76,20
10249,48,19,47,0,0,50,48,0,0,20,31,5,82
10250,0,55,72,0,17,135,45,0,0,88,88,62,106
10251,0,60,65,0,8,64,50,0,0,67,0,9,83
10252,12,18,84,0,38,107,34,11,2,28,0,0,43
10253,92,25,73,0,41,90,1,29,0,38,0,0,66
10254,45,37,42,0,26,127,0,45,0,64,0,47,102
10255,66,75,29,12,75,131,0,58,0,74,26,83,88
10256,47,51,69,4,108,67,1,83,1,61,44,91,101
10257,46,15,77,19,88,45,37,44,0,56,62,96,82
10258,59,56,72,0,24,39,88,13,6,59,128,56,60
10259,33,11,11,0,26,32,53,75,6,51,95,48,60
10260,64,15,12,0,25,55,18,48,0,75,81,59,78
10261,84,50,20,0,3,17,84,61,0,52,33,54,80
10262,68,65,47,0,72,35,80,82,0,72,24,47,94
10263,75,38,68,27,59,77,75,56,1,52,2,118,52
10264,73,33,37,0,0,33,92,38,13,45,14,45,112
10265,6,38,58,0,52,77,74,21,4,24,11,57,88
10266,51,35,60,0,0,95,18,72,0,0,14,31,38
10267,7,31,23,0,0,95,0,45,0,0,14,46,49
10268,1,10,6,0,71,122,43,43,0,10,11,64,84
10269,7,70,49,0,58,92,48,9,0,0,93,75,0
10270,17,15,33,30,71,97,27,10,0,1,38,65,0
10271,9,29,71,0,36,114,21,64,0,14,64,22,2
10272,0,21,61,0,77,82,5,54,0,13,24,16,26
10273,31,50,35,6,29,81,0,47,0,2,3,4,0
10274,0,12,61,0,71,28,24,47,0,13,48,0,0
10275,20,58,1,12,28,78,33,21,0,27,28,47,0
10276,0,60,25,62,46,111,70,23,0,0,5,16,0
10277,3,40,22,70,55,106,85,69,0,0,25,59,0
10278,11,6,75,11,40,7,75,62,0,0,0,65,11
10279,89,52,63,42,62,41,75,68,0,8,3,47,0
10280,72,85,97,59,73,80,50,75,11,0,13,82,0
10281,65,52,79,1,79,65,73,72,21,4,41,94,11
10282,87,94,24,90,61,100,45,89,17,0,18,77,65
10283,30,27,84,118,67,51,44,77,56,0,66,57,52
10284,10,2,66,78,87,37,60,73,39,0,4,35,28
10285,5,36,31,72,87,43,80,7,13,33,0,50,58
10286,27,37,58,60,71,26,7,0,2,30,0,55,0
10287,66,7,74,129,81,53,48,22,2,8,38,17,0
10288,89,44,78,88,88,46,57,48,4,36,39,0,0
10289,81,32,59,125,66,3,0,77,18,43,42,0,0
10290,64,70,92,108,20,17,50,75,0,84,87,0,0
10291,107,93,45,31,25,27,36,97,0,101,94,0,0
10292,71,39,27,0,37,0,60,70,40,83,118,0,84
10293,40,72,31,27,62,0,20,21,60,53,75,38,67
10294,44,19,50,4,71,0,30,5,54,2,29,52,60
10295,95,19,85,7,23,0,61,27,76,53,0,70,29
10296,32,8,78,33,19,0,47,38,71,9,0,83,0
10297,63,13,87,5,85,0,45,66,83,28,30,75,0
10298,35,18,96,12,64,0,61,54,18,90,73,97,6
10299,2,49,72,4,8,0,32,80,42,58,24,94,0
10300,0,33,44,13,43,0,23,78,93,20,86,78,82
10301,51,39,0,0,27,23,21,63,26,67,8,22,51
10302,39,55,3,0,58,0,31,87,31,15,0,71,3
10303,55,62,28,44,64,0,19,39,17,13,5,8,25
10304,79,20,56,33,1,0,47,50,9,0,77,0,97
10305,67,24,66,27,13,1,27,51,17,0,2,0,65
10306,71,45,66,0,0,0,51,16,41,3,43,14,99
10307,44,80,63,0,41,0,0,21,29,48,83,6,77
10308,36,24,71,0,38,0,38,68,40,92,48,24,83
10309,41,76,49,10,44,0,19,52,46,91,68,51,88
10310,87,99,61,0,104,0,63,45,110,67,35,78,100
10311,47,40,16,0,113,0,80,65,52,43,41,89,80
10312,24,23,42,0,94,0,97,69,53,67,29,83,118
10313,6,34,47,0,53,0,67,11,90,76,24,81,56
10314,0,23,0,0,0,0,51,4,116.8916258,19,23,103,51
10315,39,34,33,0,4,0,55,12,116.8916258,15,33,123,32
10316,51,56,19,9,73,0,39,6,114,82,39,44,82
10317,43,52,43,18,96,0,53,41,77,83,32,46,61
10318,53,37,37,2,110,0,67,12,107,64,32,62,95
10319,0,71,2,8,30,22,79,0,48,33,0,52,42
10320,46,45,0,131,0,36,52,17,64,67,0,72,22
10321,62,25,8,30,2,40,34,73,8,94,0,75,45
10322,80,15,0,0,63,58,13,75,1,10,3,80,75
10323,81,50,0,0,66,24,58,26,22,52,51,41,33
10324,86,33,0,47,97,64,29,67,20,47,0,0,53
10325,57,47,0,27,131,25,70,67,9,58,60,19,107
10326,16,36,0,129,39,0,36,63,8,14,6,61,77
10327,74,59,0,85,79,109,45,23,13,47,25,81,113
10328,25,96,0,159,65,117,57,5,38,77,113,102,106
10329,10,38,4,135,99,106,16,76,34,36,0,77,106
10330,1,68,0,156,31,115,24,52,83,21,25,47,45
10331,0,31,10,125,41,113,5,64,18,19,14,17,35
10332,0,18,0,61,115,33,14,45,5,1,24,0,56
10333,24,21,10,40,90,64,0,51,17,17,24,0,71
10334,23,21,0,14,66,76,26,62,97,35,0,0,38
10335,0,30,0,0,75,37,66,60,7,58,2,23,8
10336,0,15,0,1,2,63,42,32,41,93,18,41,23
10337,0,65,20,18,18,100,0,54,46,52,48,24,64
10338,6,78,7,53,25,103,0,0,40,0,0,48,128
10339,2,12,0,2,88,82,0,5,54,6,0,93,130
10340,11,52,0,0,78,128,0,72,72,0,1,78,99
10341,7,15,0,7,84,33,0,63,27,0,45,132,16
10342,25,15,0,14,39,40,15,28,3,7,40,44,39
10343,20,26,0,45,49,82,79,60,24,50,2,33,60
10344,49,87,0,10,62,83,0,53,68,20,10,24,93
10345,68,62,0,73,94,68,0,76,49,2,15,54,104
10346,43,86,16,106,77,22,6,19,0,28,9,93,69
10347,52,94,0,127,44,72,9,29,46,55,0,19,90
10348,3,23,0,70,96,50,22,9,77,26,43,61,81
10349,61,52,0,8,93,0,13,0,54,76,82,64,40
10350,90,20,34,23,64,39,0,0,47,88,24,102,98
10351,75,25,13,16,69,4,27,37,67,46,63,95,40
10352,31,58,6,73,51,58,22,42,89,27,19,27,63
10353,74,37,53,25,36,88,0,11,59,40,7,16,56
10354,19,55,20,87,18,127,9,7,9,27,35,39,35
10355,20,38,0,59,0,83,19,18,16,0,33,9,0
10356,0,26,44,87,0,17,31,47,16,41,25,7,0
10357,0,32,29,94,5,35,0,20,41,13,70,39,0
10358,29,51,4,136,73,31,12,21,40,0,0,49,0
10359,56,53,9,102,124,27,10,15,22,0,3,102,10
10360,53,60,45,12,90,41,9,52,64,0,13,40,0
10361,78,6,71,0,71,29,0,0,27,0,0,0,0
10362,69,80,50,0,45,31,0,0,72,0,10,16,31
10363,79,71,87,13,13,41,0,0,45,0,10,63,2
10364,77,30,42,0,32,2,28,9,85,0,72,60,9
10365,74,95,74,32,84,37,0,0,71,10,67,0,50
10366,59,99,52,123,69,64,56,8,65,9,24,0,0
10367,74,40,78,118,67,98,27,43,97,0,13,0,0
10368,56,22,83,83,73,62,26,45,46,0,2,26,3
10369,45,0,1,138,78,4,15,8,41,0,0,67,34
10370,66,63,61,36,72,12,30,38,6,7,3,100,3
10371,21,72,52,90,41,102,26,66,93,20,85,90,0
10372,0,28,60,150,120,33,36,46,50,18,47,74,0
10373,0,15,44,142,37,96,92,0,69,0,43,62,0
10374,1,11,0,117,79,87,109,1,13,66,12,67,0
10375,0,44,11,47,15,60,22,18,38,75,0,59,0
10376,0,32,5,47,0,11,53,46,31,117,8,64,8
10377,20,17,18,51,24,17,103,37,47,39,0,51,0
10378,0,8,9,0,47,0,41,32,86,36,0,62,0
10379,0,46,10,19,80,0,48,71,83,64,18,61,0
10380,6,48,0,59,90,5,103,86,84,100,18,34,0
10381,8,5,0,23,112,9,89,44,25,64,0,24,0
10382,20,33,0,24,45,15,9,51,44,53,0,79,0
10383,10,0,0,11,91,36,9,79,84,101,0,60,0
10384,50,0,2,29,34,0,0,63,77,84,12,33,5
10385,7,0,0,133,3,0,67,23,46,43,8,59,46
10386,12,0,21,56,0,0,75,40,20,72,0,71,11
10387,19,0,7,6,49,0,90,65,34,84,0,59,7
10388,19,7,61,22,119,27,94,69,75,97,0,80,0
10389,46,0,7,3,69,0,55,49,63,70,17,26,0
10390,53,8,48,0,64,0,8,40,1,80,7,26,0
10391,0,0,46,4,57,0,79,39,35,61,0,80,0
10392,0,0,38,1,0,0,80,48,95,47,0,0,0
10393,0,0,75,27,63,0,108,32,29,53,0,0,0
10394,0,0,48,22,73,0,62,42,77,21,62,0,0
10395,45,0,50,3,60,0,28,26,3,16,2,0,0
10396,57,0,5,0,25,9,76,86,78,50,68,0,0
10397,67,0,54,0,11,0,2,44,5,46,6,0,0
10398,64,0,64,10,24,0,0,24,96,49,0,0,0
10399,34,0,45,0,28,0,0,21,62,80,0,0,0
10400,68,0,98,26,64,0,42,28,77,54,0,0,7
10401,39,4,34,1,28,7,75,76,26,118,0,0,22
10402,79,0,43,18,0,0,97,47,45,56,0,5,0
10403,56,0,67,0,56,3,42,58,38,108,87,1,0
10404,51,0,59,0,33,0,75,46,83,60,39,0,21
10405,51,0,13,0,57,2,57,31,67,67,6,0,0
10406,10,11,43,10,20,12,39,38,26,26,11,0,30
10407,0,0,54,30,1,52,10,50,6,22,0,0,0
10408,0,0,63,41,2,13,57,59,7,53,0,0,9
10409,2,0,20,48,0,39,18,8,21,62,1,1,63
10410,0,1,49,49,7,25,63,31,68,75,0,0,60
10411,0,0,56,20,12,0,63,67,19,80,0,0,17
10412,0,0,59,58,0,0,115,33,94,72,0,0,14
10413,0,0,63,104,0,35,87,23,31,59,0,0,8
10414,11,0,7,113,0,0,34,40,2,22,10,21,30
10415,0,0,47,130,0,0,84,0,3,89,0,0,46
10416,19,0,24,112,0,52,1,0,18,40,0,12,50
10417,38,0,57,120,0,78,28,0,54,52,0,11,82
10418,68,0,27,112,0,0,2,0,69,94,0,0,69
10419,46,0,3,111,10,68,37,30,1,103,4,0,46
10420,82,0,49,171.8415318,15,130,23,55,16,55,5,12,100
10421,55,0,71,54,2,70,101,26,24,17,51,40,54
10422,10,0,69,6,0,78,24,46,29,57,10,7,82
10423,41,0,92,7,29,68,10,21,40,86,0,27,80
10424,1,0,86,82,31,102,3,21,21,86,0,27,66
10425,1,0,76,1,72,75,47,67,13,60,0,0,101
10426,0,0,0,24,38,79,67,65,27,10,0,21,97
10427,35,0,5,51,31,105,60,55,35,10,0,36,70
10428,45,0,1,115,13,98,24,47,47,81,0,20,0
10429,30,0,57,27,0,67,27,5,51,76,0,96,8
10430,32,0,39,34,12,52,46,3,46,5,37,68,140.2836991
10431,49,0,74,14,0,97,28,33,65,13,15,85,51
10432,52,0,45,42,6,85,51,57,47,11,73,40,52
10433,23,44,53,2,0,37,89,63,12,109,12,78,59
10434,0,0,18,4,0,117,76,39,38,26,38,65,88
10435,3,0,0,14,0,101,31,23,17,19,41,66,61
10436,0,0,0,20,0,112,88,51,37,16,41,14,27
10437,8,0,20,3,0,63,72,45,11,37,51,25,83
10438,11,63,10,3,0,64,9,56,13,40,0,0,84
10439,62,72,3,42,0,69,11,74,56,71,0,8,55
10440,28,96,0,43,0,30,52,49,54,48,0,31,54
10441,0,93,5,38,0,74,21,37,76,43,0,3,79
10442,0,61,7,19,0,0,65,57,105,26,0,45,46
10443,0,64,44,94,0,37,55,85,38,60,13,54,57
10444,21,97,0,71,0,84,35,76,16,30,66,51,102
10445,8,110,0,43,0,11,32,45,16,2,24,96,45
10446,11,80,12,18,0,49,21,51,42,45,33,80,68
10447,27,79,0,0,0,57,15,3,35,44,45,88,54
10448,51,111,0,17,0,105,48,18,63,73,0,60,81
10449,80,78,20,34,0,73,76,0,3,29,13,21,18
10450,71,76,29,25,0,58,26,13,3,30,26,45,69
10451,36,55,21,102,0,41,77,77,0,48,96,39,0
10452,80,68,0,41,0,39,71,76,67,72,53,17,0
10453,65,56,0,71,0,20,72,28,76,12,21,1,0
10454,45,32,46,68,0,49,77,91,69,75,52,0,0
10455,41,49,85,7,0,52,36,69,77,104,27,28,6
10456,14,83,42,21,8,88,8,2,83,20,16,35,0
10457,46,63,68,2,5,120,25,0,66,0,4,10,0
10458,0,17,71,66,16,113,50,20,74,1,35,13,0
10459,9,89,47,37,47,148,42,56,67,38,0,5,0
10460,4,70,84,14,24,102,23,66,15,44,16,50,0
10461,2,75,40,37,29,77,32,31,32,87,45,79,6
10462,39,76,24,23,0,32,38,63,60,52,42,50,0
10463,18,127,59,11,0,1,91,31,73,80,0,31,0
10464,36,73,84,34,16,20,49,45,31,106,21,45,0
10465,78,80,59,76,5,118,4,50,88,88,20,90,29
10466,68,64,5,27,120,89,30,25,68,91,0,61,13
10467,74,0,1,6,61,0,0,53,77,22,19,73,0
10468,41,17,45,32,30,0,4,53,35,72,19,69,0
10469,0,24,66,84,48,0,62,47,30,57,12,24,0
10470,2,72,0,130,21,19,2,70,73,87,67,56,0
10471,46,101,1,53,0,29,75,42,49,103,10,65,0
10472,69,105,14,8,19,0,38,51,39,67,63,47,0
10473,82,70,95,9,108,20,57,0,11,53,124,17,0
10474,69,85,86,15,28,85,99,8,0,77,42,16,0
10475,57,74,44,0,26,35,64,46,0,89,48,1,0
10476,45,31,51,36,56,62,81,70,12,104,32,19,0
10477,36,42,119,9,13,31,12,78,81,78,15,84,0
10478,23,33,71,4,7,55,0,30,27,67,17,101,0
10479,49,45,61,4,0,19,18,31,0,85,0,67,0
10480,55,86,110,57,0,0,21,55,3,59,0,57,0
10481,71,86,73,72,7,5,25,24,5,51,71,54,0
10482,75,22,101,12,0,53,46,60,109,87,53,51,0
10483,80,72,61,23,0,31,62,13,18,29,75,101,13
10484,46,55,80,39,0,31,56,48,5,38,33,48,36
10485,42,58,84,116,0,62,6,50,15,54,62,40,17
10486,77,57,79,71,2,16,16,46,36,30,55,51,12
10487,26,49,24,70,0,24,37,86,17,58,28,20,16
10488,29,44,34,112,0,70,37,55,13,76,45,0,2
10489,43,94,15,134,0,19,10,43,41,80,38,27,0
10490,30,29,51,171.8415318,0,42,5,105,72,83,6,86,0
10491,5,63,21,155,0,87,49,60,64,92,0,56,7
10492,9,15,11,150,0,83,0,48,1,47,27,75,3
10493,8,57,0,133,0,83,0,83,0,31,11,111,0
10494,13,53,0,10,0,127,4,57,0,72,33,92,28
10495,30,73,0,15,0,134,4,57,22,50,78,70,88
10496,58,108,22,13,0,88,0,58,87,79,56,112,93
10497,23,73,42,9,0,45,5,52,65,41,35,90,75
10498,6,12,52,33,0,85,27,20,66,45,0,35,60
10499,56,35,28,0,4,99,1,58,29,103,0,54,83
10500,53,77,3,11,0,86,0,35,35,32,20,35,50
10501,57,70,0,0,0,64,27,35,0,77,20,25,80
10502,49,66,2,0,0,100,10,44,53,86,0,17,95
10503,27,117,77,7,7,94,0,99,43,81,17,47,92
10504,51,89,71,7,28,33,16,47,19,75,14,55,37
10505,55,26,73,28,5,44,24,61,66,62,5,43,72
10506,18,44,105,1,0,106,23,34,65,46,26,47,81
10507,12,72,100,0,0,91,0,70,97,46,0,51,64
10508,26,81,55,11,0,69,21,60,80,70,0,30,91
10509,53,91,57,0,0,2,25,69,62,79,0,34,47
10510,59,50,46,0,0,36,8,26,85,89,0,108,68
10511,19,13,76,0,0,65,5,43,67,62,0,103,37
10512,64,33,71,0,0,74,0,66,35,72,32,92,94
10513,42,55,54,0,0,127,0,50,48,72,41,97,111
10514,70,90,108,0,1,54,47,48,24,22,49,49,80
10515,51,47,31,0,0,79,59,34,6,47,34,60,77
10516,57,58,11,12,0,83,34,22,0,76,77,83,54
10517,81,41,48,0,0,34,54,54,13,93,26,64,45
10518,67,51,65,0,0,54,32,56,0,95,10,47,33
10519,54,91,87,27,0,27,108,51,10,79,3,47,37
10520,36,51,49,0,0,9,25,55,18,56,41,11,8
10521,5,56,24,0,16,16,70,73,20,54,132,51,46
10522,35,54,0,0,12,89,81,29,0,42,65,84,58
10523,71,43,0,0,8,121,60,4,11,11,15,44,95
10524,70,59,0,0,4,85,51,53,2,28,21,71,55
10525,54,109,0,0,0,26,24,90,0,27,37,103,24
10526,60,84,34,0,0,11,17,57,0,25,22,69,88
10527,54,42,15,3,0,15,79,23,0,82,0,61,67
10528,72,87,78,18,0,0,13,0,0,55,17,68,97
10529,82,34,23,0,0,14,63,0,0,16,15,103,7
10530,86,33,34,9,0,0,21,7,0,39,51,85,0
10531,68,76,3,16,0,0,26,83,0,106,84,84,8
10532,98,97,3,0,0,66,48,95,0,65,34,80,0
10533,70,111,5,0,14,23,47,69,0,87,62,127,0
10534,91,54,9,10,0,77,57,69,0,41,7,67,0
10535,85,83,21,0,0,59,30,60,0,38,17,87,0
10536,27,99,24,0,0,90,11,48,27,75,7,71,0
10537,0,27,88,0,0,83,82,25,11,82,12,56,0
10538,33,58,103,27,0,60,80,67,25,64,7,72,10
10539,8,21,89,0,27,66,31,64,16,82,10,59,0
10540,0,35,57,0,0,47,16,59,0,45,30,27,0
10541,0,94,50,0,2,0,18,43,1,47,70,0,0
10542,0,91,2,0,32,67,45,75,0,59,77,10,0
10543,6,36,70,0,0,70,27,88,11,34,83,14,0
10544,66,74,120.6252413,0,0,50,35,72,4,39,7,30,0
10545,64,46,69,0,0,97,43,78,0,59,10,53,0
10546,69,111,78,11,8,83,34,107,0,37,42,20,3
10547,68,7,0,0,0,75,18,77,0,9,80,31,0
10548,49,43,21,0,0,61,17,66,0,24,17,98,17
10549,86,47,46,0,0,40,19,41,0,52,0,111,8
10550,56,23,46,0,30,85,37,63,0,43,3,68,17
10551,56,79,88,0,3,78,33,31,0,64,0,87,0
10552,66,80,44,0,0,96,101,66,0,58,9,91,0
10553,78,72,41,0,47,81,64,1,0,88,19,103,0
10554,44,87,60,0,32,85,62,2,2,77,6,71,0
10555,55,70,57,0,25,110,72,10,0,82,60,78,0
10556,8,9,3,0,27,136,31,11,0,61,47,65,0
10557,42,32,0,0,35,76,92,36,0,26,69,37,0
10558,50,25,24,0,7,71,25,67,0,49,72,32,0
10559,0,3,49,0,0,71,54,65,0,58,0,40,12
10560,61,73,45,0,25,43,25,43,0,46,12,67,9
10561,59,72,63,0,61,86,42,78,0,60,16,50,0
10562,50,59,46,4,120,87,101,45,0,9,15,15,0
10563,57,74,72,1,85,107,20,64,0,28,39,6,0
10564,63,41,28,0,49,32,66,53,0,83,53,0,5
10565,28,63,29,0,20,39,30,63,0,61,9,0,9
10566,67,21,16,0,2,1,50,53,3,59,2,0,49
10567,36,80,46,0,73,19,19,61,35,64,49,0,43
10568,29,88,104,0,29,36,50,76,15,50,0,0,0
10569,35,109,90,0,85,61,36,57,23,7,54,0,0
10570,0,112,120.6252413,0,72,90,63,59,24,34,20,0,2
10571,0,45,61,0,104,49,101,33,16,44,81,0,20
10572,4,22,74,0,7,108,39,12,25,95,2,0,0
10573,35,43,72,0,27,111,20,18,45,72,14,0,0
10574,72,20,105,0,50,35,41,0,26,59,10,0,0
10575,60,9,92,0,25,53,75,0,14,38,3,0,0
10576,33,24,99,0,8,95,14,0,38,38,1,0,0
10577,32,48,120.6252413,0,34,99,85,0,3,55,35,0,0
10578,6,113,41,60,0,78,24,0,55,85,79,0,0
10579,0,80,73,25,0,95,28,0,22,144.0967947,54,0,2
10580,0,33,66,34,0,71,23,0,0,117,105,0,0
10581,0,26,52,13,26,29,39,2,0,55,20,1,0
10582,16,14,68,37,0,19,37,0,0,43,9,0,0
10583,57,24,16,42,5,25,79,2,43,29,15,0,0
10584,57,72,43,4,9,19,26,22,80,12,24,0,0
10585,75,111,56,0,1,0,68,0,96,48,0,0,0
10586,58,31,41,0,0,33,20,0,88,61,41,0,0
10587,51,36,46,26,0,109,27,0,64,56,83,0,0
10588,11,4,64,59,0,155.0583524,38,0,42,62,91,13,18
10589,27,69,116,71,4,120,11,0,96,67,55,0,0
10590,3,36,94,28,0,103,13,0,76,63,74,46,2
10591,23,33,82,49,0,68,35,0,52,90,7,0,8
10592,70,48,68,34,0,113,49,0,79,104,56,0,0
10593,47,74,47,101,4,69,64,0,26,48,10,4,2
10594,58,47,65,94,0,97,51,0,40,13,0,0,21
10595,82,63,65,73,0,92,69,0,49,50,61,0,9
10596,50,46,61,53,0,26,18,0,11,24,50,0,8
10597,68,12,31,83,0,0,26,0,82,64,90,0,0
10598,54,82,93,2,0,0,63,0,58,45,78,7,0
10599,29,33,27,24,6,1,28,0,74,67,27,24,6
10600,21,55,0,121,4,0,33,0,54,66,46,0,8
10601,29,27,0,97,0,0,44,0,92,37,75,0,23
10602,80,62,0,52,1,0,70,0,22,86,107,0,51
10603,83,14,0,77,2,0,101,11,88,67,51,16,0
10604,63,16,0,33,0,0,55,12,32,64,2,0,0
10605,55,15,27,88,6,0,45,0,70,77,18,0,3
10606,81,79,43,29,13,0,75,3,70,89,35,0,19
10607,80,11,60,54,0,16,19,54,14,81,76,11,1
10608,80,42,40,83,0,26,27,0,53,41,22,0,73
10609,67,78,39,124,12,0,65,0,96,7,44,0,85
10610,87,81,52,74,0,17,62,7,66,74,16,0,73
10611,62,14,85,82,4,0,32,2,80,84,0,0,114
10612,0,16,95,162,0,0,61,0,95,94,0,0,73
10613,0,130,76,133,14,51,24,0,10,10,5,0,71
10614,0,109,51,168,4,58,0,0,56,94,153,0,44
10615,9,29,77,159,1,0,38,0,27,96,41,0,115
10616,0,5,31,152,0,54,0,6,14,133,66,0,70
10617,32,72,15,101,7,103,45,0,52,65,18,4,38
10618,13,103,62,164,3,131,87,0,68,56,94,90,18
10619,28,68,74,160,0,97,68,0,60,58,98,12,46
10620,59,43,22,152,0,102,71,0,0,6,26,21,43
10621,67,12,52,110,0,32,91,0,2,6,0,0,0
10622,81,31,28,21,0,14,68,0,0,14,9,0,7
10623,52,19,25,7,0,0,18,0,20,25,90,0,6
10624,78,39,26,19,0,0,25,11,36,29,9,0,0
10625,82,79,0,20,0,0,30,12,51,62,11,24,0
10626,73,85,0,17,0,16,34,10,55,13,0,49,8
10627,38,6,0,45,0,0,5,0,29,49,47,20,11
10628,56,40,11,127,0,10,0,0,23,132,73,22,0
10629,78,68,29,126,0,55,27,0,20,81,156,0,0
10630,89,34,0,104,0,42,78,0,63,77,74,0,21
10631,71,77,0,46,0,80,86,0,32,37,50,0,3
10632,91,137,0,0,0,103,50,0,17,78,42,16,0
10633,78,14,0,32,0,142,50,0,81,92,88,0,0
10634,72,26,0,49,0,52,29,0,72,25,41,60,0
10635,85,73,0,11,0,91,85,0,28,4,63,63,0
10636,52,7,0,29,0,65,65,0,5,0,145,26,0
10637,80,25,9,32,0,80,96,0,0,18,38,9,0
10638,57,58,0,98,0,97,77,0,35,24,46,37,24
10639,65,74,0,109,0,27,33,0,84,22,28,42,7
10640,61,22,13,122,0,61,77,0,68,7,38,38,0
10641,66,3,0,46,0,61,47,0,84,0,34,82,0
10642,68,60,0,53,0,121,57,0,93,0,114,52,0
10643,69,11,5,88,0,75,29,0,116.8916258,0,42,34,12
10644,27,3,10,72,8,80,52,0,18,0,83,33,0
10645,4,32,0,82,8,119,36,0,46,0,96,32,0
10646,0,92,0,119,12,106,53,0,68,9,70,69,0
10647,0,22,24,99,22,96,41,0,73,0,42,39,12
10648,6,4,0,89,16,45,82,0,47,5,53,42,4
10649,1,50,5,95,50,1,48,0,14,18,0,92,0
10650,80,45,0,65,18,62,23,0,54,9,0,82,0
10651,68,36,0,139,89,66,31,9,18,0,11,51,0
10652,73,66,0,103,87,66,0,41,5,0,0,48,0
10653,41,34,0,122,26,48,0,51,7,3,5,20,0
10654,92,27,15,114,32,35,28,2,42,0,11,61,0
10655,33,14,36,115,26,107,6,16,33,0,0,97,0
10656,74,74,35,120,47,136,28,0,5,0,0,29,0
10657,56,15,0,115,12,12,35,0,0,0,6,71,0
10658,62,37,20,79,0,0,15,17,0,0,12,116,0
10659,7,49,0,91,6,0,5,0,0,0,61,95,0
10660,103,86,0,39,0,0,0,0,0,0,31,64,0
10661,113,95,0,55,72,0,10,2,0,0,91,58,0
10662,74,44,6,32,0,0,6,13,0,0,83,92,32
10663,84,36,3,28,0,0,0,7,0,0,109,25,0
10664,14,14,2,42,0,0,0,0,0,0,32,75,11
10665,50,92,11,0,0,0,0,74,0,9,35,28,26
10666,84,7,1,32,0,0,0,39,0,37,0,33,0
10667,78,14,0,12,0,0,5,33,5,0,0,69,0
10668,92,13,0,0,0,0,24,42,0,12,0,35,9
10669,64,54,0,0,3,0,23,68,0,3,0,63,8
10670,57,53,0,2,2,8,15,67,10,0,0,55,18
10671,54,70,0,5,0,1,13,48,8,0,0,40,58
10672,75,48,0,0,8,43,3,52,0,0,0,0,54
10673,46,55,0,0,0,32,0,31,0,0,15,33,20
10674,79,48,0,0,0,43,0,73,0,11,0,36,39
10675,92,55,0,0,0,0,5,77,0,0,0,43,75
10676,77,55,0,0,1,90,1,61,0,1,0,20,105
10677,61,12,0,0,0,67,0,43,0,0,0,39,47
10678,69,84,0,0,0,48,1,80,0,0,0,0,49
10679,69,94,0,0,42,12,2,82,0,0,0,0,46
10680,61,26,0,0,0,59,0,46,0,2,3,0,0
10681,67,9,0,0,14,63,10,50,0,13,17,0,2
10682,56,70,7,0,0,88,0,84,0,28,0,0,28
10683,44,18,0,0,9,113,0,61,0,8,0,0,56
10684,78,50,0,0,1,54,14,71,0,2,20,0,79
10685,72,54,0,0,0,35,0,84,0,40,0,8,49
10686,78,38,0,0,0,74,0,36,0,40,0,0,39
10687,49,14,0,0,0,20,0,45,0,16,0,93,50
10688,81,0,14,0,0,113,0,65,4,62,0,0,21
10689,27,59,7,0,0,97,18,11,5,27,0,7,11
10690,20,108,28,0,0,107,0,98,0,45,0,0,4
10691,15,64,61,0,0,61,0,61,0,64,0,0,11
10692,3,89,15,0,0,88,6,65,1,40,0,0,10
10693,0,37,82,0,2,78,0,70,0,42,0,0,0
10694,5,70,60,0,3,9,47,36,0,0,0,0,6
10695,8,49,64,0,0,0,47,40,25,24,0,0,0
10696,50,45,69,0,0,0,13,65,4,80,0,5,0
10697,26,42,69,0,0,0,2,74,0,54,0,0,84
10698,76,20,48,0,0,17,5,96,0,58,0,0,16
10699,69,45,41,0,0,85,8,52,0,17,12,0,0
10700,78,45,2,0,0,76,9,73,0,0,13,6,23
10701,49,59,62,0,0,33,33,53,0,39,0,0,1
10702,60,72,37,0,0,30,11,42,0,27,0,2,0
10703,54,63,65,0,0,89,0,43,0,21,37,0,1
10704,54,62,49,0,0,61,12,50,13,37,13,12,27
10705,68,54,23,0,0,68,27,84,0,64,0,0,20
10706,59,41,26,0,0,74,46,72,0,83,0,0,0
10707,14,71,73,0,0,60,34,54,4,40,0,0,0
10708,18,45,95,0,0,67,39,81,22,38,0,0,0
10709,35,42,82,0,0,43,57,1,0,60,16,0,16
10710,4,60,21,0,0,91,105,56,0,50,111,7,0
10711,0,56,0,0,0,69,80,4,0,28,59,0,0
10712,0,83,0,0,0,63,24,0,0,24,48,9,0
10713,0,74,1,0,1,72,19,0,0,82,69,10,0
10714,0,35,68,0,0,44,11,0,0,131,102,0,4
10715,0,0,60,0,0,1,9,0,0,33,98,0,0
10716,0,0,40,0,0,0,30,0,7,74,92,6,0
10717,0,1,29,7,21,0,24,0,11,78,132,38,0
10718,0,31,39,0,0,19,35,0,0,28,67,109,3
10719,0,21,52,0,1,1,61,0,0,78,52,40,0
